% Model,Untitled.mph
% Version,COMSOL 6.3.0.335
% Date,"Sep 30 2025, 16:39"
% Dimension,2
% Nodes,13923
% Expressions,3
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure"
% Length unit,m
% x,y,u (m/s),v (m/s),p (Pa)
0.8695374111859216,0.4823729141698407,0.06868628189159115,2.9221011640588355E-5,0.7902483099972102
0.8630695693452994,0.48258711483684796,0.06784584954549461,2.8576226823758413E-5,0.8416750548004587
0.8561521838764591,0.4825951511033512,0.06779309906763041,2.8514885314524112E-5,0.8965513173131446
0.8493417351075331,0.48256849616223546,0.06787348827121796,2.8471524899542904E-5,0.9504765023267631
0.822770336350509,0.49309972188338097,0.027120644194616062,4.417366783645291E-6,1.1616231755332302
0.8193979933110385,0.49705492355459663,0.011619075206387573,8.071041261504138E-7,1.1887621901403642
0.8160728424227796,0.4930871606344711,0.02716132430274071,4.324560061211443E-6,1.2141035850923296
0.8127090301003359,0.4970548913814956,0.011615593463431582,7.856125316035698E-7,1.2410972270988399
0.9157048720823232,-0.49285619530769237,0.028582275930036063,-5.656590951331267E-6,0.43867419946984093
0.9130434782608696,-0.4970509028273867,0.011837783447806952,-6.286138738359721E-7,0.456765318817291
0.9101450916127272,-0.4934001017949058,0.026411488686216827,-2.2519555205165662E-6,0.47479810637732317
0.9063545150501673,-0.49704958404906063,0.011841377160719369,-7.49627205426113E-8,0.49978842673379303
0.9021200231023128,-0.49292902135606154,0.02828331961642944,8.809325788589939E-7,0.5273843181367734
0.899665551839465,-0.49704945751206786,0.011842486071302191,4.102737671438301E-7,0.5434345516377088
0.8957554664630982,-0.49326356905903107,0.026955878855911077,3.007135809640066E-6,0.5695453914836391
0.8929765886287626,-0.4970497962751965,0.011843748829833254,8.06014392055788E-7,0.5875117746298936
0.8889018493046282,-0.492688281853265,0.029252248488800297,5.906036666986921E-6,0.6154759456644242
0.8862876254180603,-0.4970498072597244,0.011848056570055103,1.1588957780096502E-6,0.6320916803951679
0.926218695169266,-0.48836434281657,0.046429375195951694,-3.454644955211358E-5,0.36883044500102896
0.919308262871767,-0.4879438691444932,0.048054507443693516,-2.3323928320546675E-5,0.41354634196735546
0.9360916596385174,-0.4825870481673082,0.069265343687277,-1.327567436794072E-4,0.2996611027955752
0.9293098782550148,-0.48260795117067523,0.06909514998114709,-9.418165045595933E-5,0.34459026928715714
0.9392406235982403,-0.47654668658641414,0.09286216473657845,-2.74976070549529E-4,0.271991461848804
0.9455702104888185,-0.4765611477458183,0.09296826036219273,-3.6087850081748316E-4,0.22812366830874456
0.9489070813571887,-0.4708844585824424,0.11497741437980506,-6.144973948715466E-4,0.19635074778263042
0.9555806014097136,-0.46826643501659143,0.12527364092105187,-9.202724689547426E-4,0.14266470119097874
0.9618511849094263,-0.46199424885360113,0.14935632910899313,-0.0015272909560794733,0.08426559428453445
